ADID,CreativeUrl,Currency Code,Spend,Impressions,StartDate,EndDate,OrganizationName,BillingAddress,CandidateBallotInformation,PayingAdvertiserName,CommitteeName,CommitteeIdentificationNumber,DisclosureNameOfCommittee,AdvertisingJurisdiction,Gender,AgeBracket,CountryCode,Regions (Included),Regions (Excluded),Electoral Districts (Included),Electoral Districts (Excluded),Radius Targeting (Included),Radius Targeting (Excluded),Metros (Included),Metros (Excluded),Postal Codes (Included),Postal Codes (Excluded),Location Categories (Included),Location Categories (Excluded),Interests,OsType,Segments,Language,AdvancedDemographics,Targeting Connection Type,Targeting Carrier (ISP),CreativeProperties
38ea8cb3900ca135406d1403362961cff8dd52e8c0aefb3ae2addee80d4cfe39,https://www.snap.com/political-ads/asset/fb39e38946f91a9e356083dd258734b8b3053f24900f96c6373d0c769e41db8b?mediaType=png,CAD,7,752,2022/09/27 15:36:51Z,2022/09/29 22:00:00Z,Cossette Media Inc,"P.O. Box. 11613, Succ. Centre-ville,Montreal,H3C5V9,CA",BVEE,Élection Québec,,,,,,18+,canada,,,,,"latitude 46.78094190346454;longitude -71.27570860053393;radius 1.2,latitude 45.503234500000005;longitude -73.6161915;radius 0.83,latitude 48.41898540569562;longitude -71.05210164335934;radius 0.46,latitude 45.905751;longitude -72.466871;radius 0.5,latitude 45.558723;longitude -73.720895;radius 0.5,latitude 45.525335;longitude -73.522688;radius 0.5,latitude 48.452869;longitude -68.512667;radius 0.5,latitude 45.364365;longitude -71.845291;radius 1.0,latitude 45.774787111284695;longitude -74.00303108090974;radius 0.2,latitude 45.378801;longitude -71.9276185;radius 1.0,latitude 46.350188;longitude -72.575704;radius 1.0,latitude 45.50463675;longitude -73.5763445;radius 0.5,latitude 46.813439;longitude -71.22535;radius 0.1,latitude 48.093045;longitude -77.787959;radius 0.5,latitude 48.099359510148275;longitude -77.78560610535139;radius 0.2,latitude 45.53718572536292;longitude -73.67529078863983;radius 0.4,latitude 45.512027;longitude -73.6721235;radius 0.5,latitude 45.516475949902286;longitude -73.676269631937;radius 0.3,latitude 45.60205;longitude -73.541673;radius 0.3,latitude 45.639045;longitude -74.350732;radius 0.5,latitude 46.061593;longitude -71.943022;radius 0.7,latitude 46.1310090465565;longitude -70.66125097057024;radius 0.7,latitude 45.25231407066326;longitude -74.13281945417003;radius 0.3,latitude 45.207984145453025;longitude -72.77192851973453;radius 0.7,latitude 46.379239;longitude -72.523315;radius 0.5,latitude 45.48241005090486;longitude -75.68398698154286;radius 0.3,latitude 46.863819;longitude -71.25589;radius 0.3,latitude 46.86134;longitude -71.261717;radius 0.4,latitude 45.344527;longitude -73.76787;radius 0.3,latitude 45.361971;longitude -73.732479;radius 0.1,latitude 46.836284;longitude -71.344867;radius 0.1,latitude 48.42315;longitude -71.052158;radius 0.3,latitude 48.420308;longitude -71.061953;radius 0.1,latitude 47.36756290255897;longitude -70.04052391059727;radius 0.1,latitude 45.488967;longitude -73.641429;radius 0.1,latitude 45.882114;longitude -72.49141;radius 0.1,latitude 50.227074;longitude -66.354666;radius 0.5,latitude 50.222464;longitude -66.363319;radius 0.1,latitude 48.834178;longitude -64.484948;radius 0.4,latitude 45.3992235597224;longitude -72.72999868671795;radius 0.2,latitude 45.380672;longitude -72.745186;radius 0.2,latitude 45.642461;longitude -73.842063;radius 0.5,latitude 45.550841;longitude -73.5543;radius 0.3,latitude 45.447611;longitude -75.736732;radius 0.1,latitude 45.4517;longitude -75.764789;radius 0.6,latitude 45.422472;longitude -75.738186;radius 0.4,latitude 45.428426;longitude -75.738307;radius 0.3,latitude 45.459292;longitude -75.769802;radius 0.4,latitude 45.40383;longitude -73.94322;radius 0.5,latitude 46.829931;longitude -71.227765;radius 0.3,latitude 46.786704;longitude -71.286959;radius 0.4,latitude 45.877622;longitude -72.501914;radius 0.2,latitude 45.87392496626654;longitude -72.50275733025128;radius 0.5,latitude 46.032397;longitude -73.421298;radius 0.5,latitude 46.02699;longitude -73.435402;radius 0.3,latitude 46.035837;longitude -73.457556;radius 0.5,latitude 48.41763;longitude -71.223274;radius 0.3,latitude 48.405822;longitude -71.247736;radius 0.3,latitude 46.558811;longitude -75.505422;radius 0.1,latitude 46.560616;longitude -75.507747;radius 0.1,latitude 48.545072;longitude -71.654551;radius 0.4,latitude 45.615831;longitude -73.609348;radius 0.7,latitude 45.493857;longitude -73.5087;radius 0.2,latitude 45.516351;longitude -73.52039;radius 0.2,latitude 45.40369;longitude -73.50457;radius 0.1,latitude 45.828739;longitude -73.420872;radius 0.3,latitude 45.530588;longitude -73.621045;radius 0.1,latitude 45.57175382011434;longitude -73.70268734630666;radius 0.2,latitude 46.574297;longitude -72.734012;radius 0.3,latitude 46.564126;longitude -72.7528;radius 0.3,latitude 45.711242;longitude -73.941883;radius 0.4,latitude 46.81799272408378;longitude -71.15064320430564;radius 0.4,latitude 46.80343488859958;longitude -71.17297825692857;radius 0.1,latitude 46.734431123665104;longitude -71.2669357230891;radius 0.1,latitude 46.79285299433772;longitude -71.16162515353274;radius 0.1,latitude 46.098457;longitude -71.324492;radius 0.3,latitude 46.736868;longitude -71.399553;radius 0.2,latitude 45.422806;longitude -73.61201;radius 0.1,latitude 45.436573;longitude -73.605819;radius 0.5,latitude 45.442041;longitude -73.711948;radius 0.2,latitude 48.840704;longitude -67.497451;radius 0.2,latitude 45.550873;longitude -73.632807;radius 0.2,latitude 45.5517595;longitude -73.6423275;radius 0.3,latitude 45.540622;longitude -73.578495;radius 0.2,latitude 45.530087;longitude -73.593674;radius 0.2,latitude 45.523793;longitude -73.586381;radius 0.1,latitude 45.599815;longitude -73.65253;radius 0.2,latitude 45.522794;longitude -73.61987;radius 0.1,latitude 45.483396;longitude -73.869284;radius 0.2,latitude 45.650611;longitude -73.498141;radius 0.3,latitude 49.186491;longitude -68.2625;radius 0.3,latitude 45.763453;longitude -73.433744;radius 0.3,latitude 46.01533;longitude -73.148862;radius 0.2,latitude 48.43258;longitude -68.523943;radius 0.2,latitude 48.44817819725088;longitude -68.52775903478683;radius 0.2,latitude 47.827058;longitude -69.538705;radius 0.2,latitude 47.82908497801168;longitude -69.53710054456056;radius 0.1,latitude 48.64978243990569;longitude -72.45858296440719;radius 0.2,latitude 45.560529;longitude -73.577247;radius 0.1,latitude 45.559474;longitude -73.583278;radius 0.1,latitude 45.55704866277168;longitude -73.58188653756353;radius 0.2,latitude 48.22889238383965;longitude -79.0071441923601;radius 0.1,latitude 45.422695;longitude -71.877789;radius 0.3,latitude 45.410284509731866;longitude -71.88633495394937;radius 0.3,latitude 45.49434907846978;longitude -73.5626867937252;radius 0.3,latitude 45.477887;longitude -73.587373;radius 0.2,latitude 45.643859;longitude -72.953593;radius 0.2,latitude 45.617841341058295;longitude -72.9706923748566;radius 0.7,latitude 45.2974900777329;longitude -73.26896982360213;radius 0.3,latitude 45.302199;longitude -73.25696;radius 0.1,latitude 45.33306;longitude -73.276769;radius 0.2,latitude 45.779602;longitude -73.999315;radius 0.2,latitude 45.77038;longitude -74.03122;radius 0.2,latitude 45.496898;longitude -73.703015;radius 0.1,latitude 45.506471;longitude -73.703333;radius 0.2,latitude 45.506029;longitude -73.554723;radius 0.1,latitude 45.517761;longitude -73.568756;radius 0.1,latitude 45.514427;longitude -73.566167;radius 0.1,latitude 45.529709;longitude -73.557247;radius 0.2,latitude 45.587835;longitude -73.738079;radius 0.1,latitude 45.60417795272721;longitude -73.78349951422567;radius 0.3,latitude 45.400015;longitude -71.898096;radius 0.1,latitude 45.535175;longitude -73.464779;radius 0.3,latitude 45.535943;longitude -73.493944;radius 0.3,latitude 46.796375;longitude -71.233402;radius 0.1,latitude 46.811492;longitude -71.217016;radius 0.1,latitude 46.813874;longitude -71.222665;radius 0.1,latitude 46.805341;longitude -71.252259;radius 0.1,latitude 46.814032;longitude -71.206478;radius 0.1,latitude 46.816956;longitude -71.236186;radius 0.2,latitude 46.79328292148;longitude -71.26383766125663;radius 0.3,latitude 45.720901;longitude -73.705654;radius 0.3,latitude 45.723112;longitude -73.704609;radius 0.1,latitude 46.359278;longitude -72.567919;radius 0.1,latitude 45.522531495768874;longitude -73.42039099635215;radius 0.1,latitude 46.821008;longitude -71.248678;radius 0.1,latitude 46.818821;longitude -71.251406;radius 0.1,latitude 45.393752;longitude -74.028078;radius 0.3,latitude 45.576265;longitude -73.305768;radius 0.1,latitude 45.48091;longitude -73.611945;radius 0.2,latitude 45.489341;longitude -73.58711;radius 0.2,latitude 45.495312416143776;longitude -73.5784162578168;radius 0.2,latitude 45.496874;longitude -73.578113;radius 0.2,latitude 45.50728;longitude -73.568271;radius 0.1,latitude 45.509540569478276;longitude -73.56940329153406;radius 0.1,latitude 45.50971594705797;longitude -73.5817794581163;radius 0.3",,,,,,,,,,Provided by Advertiser,fr,,,,
45d6bf868abc9fa83d75e45e31855a2bf437911f87659042e99c1943e6599b7b,https://www.snap.com/political-ads/asset/184d5321d4b26bfaf383add24d18fe6e20ae634053ac08b3ec2d6ecc7a6a48fe?mediaType=mp4,SEK,504,1172,2022/08/22 07:00:59Z,2022/09/11 21:59:59Z,Reform Society,"Kungsgatan 18,Stockholm,111 35,SE",Hands off,RFSU,,,,,,18+,sweden,,,,,,,,,,,,,,,,,,,,web_view_url:https://handsoff.rfsu.se/?utm_source=Snapchat&utm_medium=cpm&utm_campaign=Valkampanj2022&utm_id=60375
5af787b0441d0ab4d1706a25b4a1f3bf5240a72627d69075c50c094a9355b8ba,https://www.snap.com/political-ads/asset/d38ab79ded0e4c4b1bc731d34fb598c3d94e1bdf4f3606f7fe12c86dc2b702f6?mediaType=png,USD,3,2930,2022/09/21 19:21:12Z,,Askar alenezi,KW,,عسكر العنزي,,,,,,19+,kuwait,,,,,latitude 29.324836857538017;longitude 47.71834068803412;radius 6.47,,,,,,,,,,Provided by Advertiser,"ar,en",,,,
86c70bc20d18e723b99a9da8963835cd397c9ae7a8ca24470c011759e5921751,https://www.snap.com/political-ads/asset/fa3b4385aab39854399319f12e3ebae66500da06ceb2fb6b0d10fd87a2d6b187?mediaType=mp4,SEK,925,2631,2022/08/22 07:00:59Z,2022/09/11 21:59:59Z,Reform Society,"Kungsgatan 18,Stockholm,111 35,SE",Hands off,RFSU,,,,,,18-35,sweden,,,,,,,,,,,,,"Political News Watchers,Parents & Family-Focused,Philanthropists,Wellness & Healthy Lifestyle",,,,,,,web_view_url:https://handsoff.rfsu.se/?utm_source=Snapchat&utm_medium=cpm&utm_campaign=Valkampanj2022&utm_id=60375
d3eeda0fc001f0da3538fceceed66ef87bb0b171ae3517e91020f0e96df51540,https://www.snap.com/political-ads/asset/1402a7fcc86af9dc48e40321f0eac4c9f6ef0a516d3f7b7970aa774751f405a9?mediaType=png,USD,20,6021,2022/09/29 10:37:41Z,2022/09/29 17:00:00Z,tasaaheel,"21 H 2ND ST,SHMADI,12313,KW",,Khaleel Alsaleh,,,,,,,kuwait,,,,,"latitude 29.36;longitude 47.99;radius 8.0,latitude 29.35;longitude 48.0;radius 7.42,latitude 29.351563;longitude 47.991041;radius 8.0,latitude 29.34;longitude 47.99;radius 7.87,latitude 29.35;longitude 47.96;radius 5.98,latitude 29.31667;longitude 47.83333;radius 0.1,latitude 29.33977;longitude 47.767449;radius 3.41,latitude 29.315607;longitude 47.817512;radius 3.04,latitude 29.3;longitude 47.8;radius 1.2,latitude 29.31;longitude 47.88;radius 1.57,latitude 29.3;longitude 47.86;radius 1.2,latitude 29.32;longitude 47.82;radius 3.41,latitude 29.37;longitude 47.97;radius 1.2",,,,,,,,,,Provided by Advertiser,ar,,,,
fe016cd47b3eb64e672317ef510f4d66f578d4180fb7778e7cba4dad12ce4ff9,https://www.snap.com/political-ads/asset/ca05ce0e3cb36de893af100de5a2c74b5e8599798b56bf21580b497c8c487b3b?mediaType=mp4,SEK,3573,5051,2022/08/01 05:00:44Z,2022/08/07 21:59:00Z,Reform Society,"Kungsgatan 18,Stockholm,111 35,SE",Hands off,RFSU,,,,,,18+,sweden,Stockholms Lan,,,,,,,,,,,,"Political News Watchers,Parents & Family-Focused,Philanthropists,Wellness & Healthy Lifestyle",,Provided by Advertiser,,,,,web_view_url:https://handsoff.rfsu.se/
4f9fc590d9648ab98d01597d69c601cbb3cd509a475c52d0bf1aecd2871e4447,https://www.snap.com/political-ads/asset/f8b9f2f8f908b023ee0080dee93840fb25da44bdd689fb16ff18d6898f5d2bff?mediaType=mp4,SEK,484,980,2022/08/22 07:00:59Z,2022/09/11 21:59:59Z,Reform Society,"Kungsgatan 18,Stockholm,111 35,SE",Hands off,RFSU,,,,,,18+,sweden,,,,,,,,,,,,,,,,,,,,web_view_url:https://handsoff.rfsu.se/?utm_source=Snapchat&utm_medium=cpm&utm_campaign=Valkampanj2022&utm_id=60375
84a711b01ec1067b6d99aef13dd0106d184eb98590c9d02461aa5429c2d76495,https://www.snap.com/political-ads/asset/4a9bbde2494d4160f1247c5f6ba04d4999c009659ee65269035894edbbeef10e?mediaType=png,USD,200,6526,2022/11/02 17:00:13Z,2022/11/09 05:59:00Z,Veracity Media,US,Harry Bronson,Friends of Harry Bronson,,,,,,18+,united states,,,,,,,,,"14606,14621,14609,14607,14610,14620,14624,14514,14428,14546,14586,14623,14534,14467,14543",,,,,,Provided by Advertiser,en,,,,
08666cb4db6f926a44be1a0406e331d9cc4af66f664c2248c950e26ba516680b,https://www.snap.com/political-ads/asset/703488a338d5de6fa1e15157de79bca1885a60b1a5225acbdf9f149044669c8a?mediaType=mp4,SEK,445,770,2022/08/22 07:00:59Z,2022/09/11 21:59:59Z,Reform Society,"Kungsgatan 18,Stockholm,111 35,SE",Hands off,RFSU,,,,,,18+,sweden,,,,,,,,,,,,,,,,,,,,web_view_url:https://handsoff.rfsu.se/?utm_source=Snapchat&utm_medium=cpm&utm_campaign=Valkampanj2022&utm_id=60375
3bd3ad7d82ba4542b03e2c7b557b30b63b7726b986f2d6aa735b86d2e418ab5c,https://www.snap.com/political-ads/asset/6709fddc31bc51dcb5f00df395f12727e69001c8ad2357338c8c3e8c5160d29a?mediaType=mp4,USD,12000,31722,2022/01/14 18:14:01Z,2022/04/01 04:59:59Z,Ogilvy & Mather Chicago,"333 N Green St, Floor 15,Chicago,60607,US",,City of Chicago,,,,,,30-,united states,,,,,,,,,"60659,60630,60608,60634,60623,60652,60609,60643,60655,60656,60638,60612,60651,60636,60637,60653,60617,60619,60624,60628,60620,60644,60649,60621,60633,60626,60632,60629,60616,60615,60639,60641,60660,60631,60618,60614,60645,60646,60647,60625,60610,60622,60640",,,,,,Provided by Advertiser,,,,,web_view_url:http://chicago.gov/face-forward-project?utm_medium=PaidSocial&utm_campaign=CDPH_Youth_Chicago&utm_source=Snapchat&utm_term=Chicago&utm_content=Youth_ARLens
681da358a6d82dde8c30a5910a53982ac72531bc589523434435760904df717b,https://www.snap.com/political-ads/asset/67f424dd7e6f85da7e412af586f73188a406b67058d3ba49d1b22df42c49466b?mediaType=png,USD,3338,56199,2022/10/17 21:15:22Z,2022/11/09 04:59:00Z,"Odonnell Company ","59 Elm Street,New Haven,06511,US",,CT Secretary of the State,,,,,,18-30,united states,Connecticut,,,,,,,,,,,,,,,,,,,
d507be23ae13b32ff26b6e2f3fd811a3377b18ccd023772f6e2c65c5e8ee9ef7,https://www.snap.com/political-ads/asset/4681f37c41633ec6e421a92758a3e0b4facab27ebe68524fc6764e975ffcddd1?mediaType=png,USD,39,2841,2022/11/08 07:00:21Z,2022/11/09 00:00:00Z,Veracity Media,US,Voter Action Project,Voter Action Project,,,,,FEMALE,18-39,united states,Nevada,,,,,,,,,,,,,,Provided by Advertiser,en,,,,
1f9cbf8bb8fe7526aac87b7d712d269f6772790a0eaeea48beabdc063ff2f862,https://www.snap.com/political-ads/asset/d49de5e1f00eb372601f866a15f1a8844fdd79cbd2807afe3fcd1ae07ab68c93?mediaType=png,USD,596,3,2022/09/11 05:50:01Z,,العضو محمد مفرج المطيري,"شرحبيل,حولي,60000,KW","MOHAMMED MEFREJ ALMUTAIRI ",العضو محمد مفرج المطيري,,,,,,18+,kuwait,"Al Jahrah,Al Farwaniyah,Al Kuwayt",,,,,,,,,,,,,,Provided by Advertiser,,,,,
88be8b8779c4d4ef370768c07b079b56abe1079d84b1bebe4fd9b3bb591ededf,https://www.snap.com/political-ads/asset/19f3df4663f9150834b9fbe35d58dfb729fae098287171920227104bb056abb8?mediaType=mp4,USD,78,13,2022/11/01 17:38:35Z,2022/11/08 23:59:00Z,BerlinRosen,"15 Maiden Lane #16,New York,10038,US",,United We Dream Action,,,,,,18-35,united states,Nevada,,,,,,,,,,,,"Advocates & Activists,Mexican Food Shoppers,nln_7169,Latin Music Fans",,Provided by Advertiser,es,"Household Income: Under $50000,Household Income: $50000 - $99999",,,
5022220c60e7d9be5cdf3e69a19cf3947a5349dff6d6480b8c4fb6ff54714961,https://www.snap.com/political-ads/asset/eb5d1f0d77aa8d6f82473a9ad5eb48170b5c7579fcc86bbb8d91b5a509a786c8?mediaType=mp4,SEK,555,766,2022/08/22 07:00:59Z,2022/09/11 21:59:59Z,Reform Society,"Kungsgatan 18,Stockholm,111 35,SE",Hands off,RFSU,,,,,,18-35,sweden,,,,,,,,,,,,,"Political News Watchers,Parents & Family-Focused,Philanthropists,Wellness & Healthy Lifestyle",,,,,,,web_view_url:https://handsoff.rfsu.se/?utm_source=Snapchat&utm_medium=cpm&utm_campaign=Valkampanj2022&utm_id=60375
a71f119f2b835e21dcfbec6d265d42daf38db9fec35b709808c0162757e0db7d,https://www.snap.com/political-ads/asset/8db191f94b5780602aa8342b7e07de863514309a6f21c4fe8c3440741a824637?mediaType=png,USD,0,6,2022/02/15 15:36:07Z,2022/02/17 06:59:59Z,Sullivan Jones Senate Campaign,US,,Sullivan Jones Senate Campaign,,,,,,,united states,,,,,latitude 42.82265374498775;longitude -102.99943401405628;radius 1.58,,,,,,,,,,Provided by Advertiser,,,,,
b16a354c459f4e8d5440f3e4b8a5b99658cad37bbf07c792f269a190cb54ac90,https://www.snap.com/political-ads/asset/19f3df4663f9150834b9fbe35d58dfb729fae098287171920227104bb056abb8?mediaType=mp4,USD,66,75,2022/11/01 17:38:35Z,2022/11/08 23:59:00Z,BerlinRosen,"15 Maiden Lane #16,New York,10038,US",,United We Dream Action,,,,,,18-35,united states,Florida,,,,,,,,,,,,"Advocates & Activists,Mexican Food Shoppers,nln_7169,Latin Music Fans",,Provided by Advertiser,es,"Household Income: Under $50000,Household Income: $50000 - $99999",,,
2c7cfe26786aa09573ab8b2f67e60c44363a82beed56375df4130f4d66b55dd2,https://www.snap.com/political-ads/asset/c7592787a64baa00d418b2aafda5caa3781fd1347c2b8a2451feb8218cd262dc?mediaType=mp4,USD,872,11248,2022/09/12 16:31:54Z,2022/11/08 23:00:00Z,Wavelength Strategy,US,,Mark Kelly for Senate,,,,,,18+,united states,,,,,latitude 33.416893;longitude -111.932727;radius 4.0,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://markkelly.com/?utm_source=snap&utm_medium=paid
6b937f57142a5764dde904eb0d810e9980726fb827df45d25e5665caae6ce043,https://www.snap.com/political-ads/asset/fa3b4385aab39854399319f12e3ebae66500da06ceb2fb6b0d10fd87a2d6b187?mediaType=mp4,SEK,900,987,2022/08/01 05:00:44Z,2022/08/07 21:59:00Z,Reform Society,"Kungsgatan 18,Stockholm,111 35,SE",Hands off,RFSU,,,,,,18+,sweden,Stockholms Lan,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://handsoff.rfsu.se/
fb7d1e143c99f5d6c141f67e64763cb3dd1492ad43dbb55bdcd511a35a6f59b5,https://www.snap.com/political-ads/asset/eb5d1f0d77aa8d6f82473a9ad5eb48170b5c7579fcc86bbb8d91b5a509a786c8?mediaType=mp4,SEK,615,1179,2022/08/01 05:00:44Z,2022/08/07 21:59:00Z,Reform Society,"Kungsgatan 18,Stockholm,111 35,SE",Hands off,RFSU,,,,,,18+,sweden,Stockholms Lan,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://handsoff.rfsu.se/
5b1479eb9bbb19c1b9008b2c298a8d3a81991938cdc738845101eb0ad2006f10,https://www.snap.com/political-ads/asset/aef75e183e4b1c4a720534217fb31cba450b2c1616538c5711d4fc1ac365ae72?mediaType=png,USD,81,1347,2022/10/30 20:45:07Z,2022/11/09 05:59:00Z,Veracity Media,US,Karen McMahon,Friends of Karen McMahon,,,,,,18+,united states,,,,,,,,,"14120,14094,14228,14068,14051,14221,14226",,,,,,Provided by Advertiser,en,,,,
f42a0545c9e0e70daaccf0d98998230c500d547f1418f1d9db07a8e018c0ded7,https://www.snap.com/political-ads/asset/ff430b0b778618aaab53681cb47f464400aa714c6874b7e7b1abbe904adfba53?mediaType=mp4,USD,3912,12049,2022/10/28 16:00:35Z,2022/11/08 22:00:00Z,AL Media,"222 W Ontario, Suite 600,,Chicago,60654,US",Warnock For Georgia,Warnock for Georgia,,,,,,18+,united states,Georgia,,,,,,,,,,,,"targetsmart_18,targetsmart_23",,Provided by Advertiser,,,,,web_view_url:https://iwillvote.com/?utm_source=sencamp&utm_campaign=wfg_snap_2022ge&state=ga&partner=sencamp&partner_campaign=wfg_snap_2022ge&partner_medium=ads&utm_medium=ads
4fcdaa1f1427c619e8c16663f19042200afd55b2c46f29646cc17a85d8bbaedf,https://www.snap.com/political-ads/asset/57432a5e9274533eeeecc4bf1bc856fa4e8208ee3cc16d6f2e9cc9580348aed9?mediaType=mp4,SEK,750,1286,2022/08/22 07:00:59Z,2022/09/11 21:59:59Z,Reform Society,"Kungsgatan 18,Stockholm,111 35,SE",Hands off,RFSU,,,,,,18+,sweden,,,,,,,,,,,,,,,,,,,,web_view_url:https://handsoff.rfsu.se/?utm_source=Snapchat&utm_medium=cpm&utm_campaign=Valkampanj2022&utm_id=60375
5f32dde6d61255536760ee780e3c5bc4d23de762fbc34d17981340ceb79b6b8d,https://www.snap.com/political-ads/asset/703488a338d5de6fa1e15157de79bca1885a60b1a5225acbdf9f149044669c8a?mediaType=mp4,SEK,657,738,2022/08/01 05:00:44Z,2022/08/07 21:59:00Z,Reform Society,"Kungsgatan 18,Stockholm,111 35,SE",Hands off,RFSU,,,,,,18+,sweden,Stockholms Lan,,,,,,,,,,,,"Political News Watchers,Parents & Family-Focused,Philanthropists,Wellness & Healthy Lifestyle",,Provided by Advertiser,,,,,web_view_url:https://handsoff.rfsu.se/
04f95971a422a3be7cbd0d1ceb807940d64cc82ddcf49d5727b9c4483836038b,https://www.snap.com/political-ads/asset/f8b9f2f8f908b023ee0080dee93840fb25da44bdd689fb16ff18d6898f5d2bff?mediaType=mp4,SEK,1630,1732,2022/08/01 05:00:44Z,2022/08/07 21:59:00Z,Reform Society,"Kungsgatan 18,Stockholm,111 35,SE",Hands off,RFSU,,,,,,18+,sweden,Stockholms Lan,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://handsoff.rfsu.se/
8aeabc1010fed84c360632187318cd93641b13966bc9bc66a025294a280f5235,https://www.snap.com/political-ads/asset/8b6b06321b0c7500913201cd6532fa4368b33fd178e8351e6fad1c7a2d8809d9?mediaType=mp4,USD,2883,5828,2022/10/28 16:00:35Z,2022/11/08 22:00:00Z,AL Media,"222 W Ontario, Suite 600,,Chicago,60654,US",Warnock For Georgia,Warnock for Georgia,,,,,,18+,united states,Georgia,,,,,,,,,,,,"targetsmart_18,targetsmart_23",,Provided by Advertiser,,,,,web_view_url:https://iwillvote.com/?utm_source=sencamp&utm_campaign=wfg_snap_2022ge&state=ga&partner=sencamp&partner_campaign=wfg_snap_2022ge&partner_medium=ads&utm_medium=ads
6f9afe11aa3959db0fb0798c63e1d5dc26e4192c66520c173953cc4b4579c301,https://www.snap.com/political-ads/asset/703488a338d5de6fa1e15157de79bca1885a60b1a5225acbdf9f149044669c8a?mediaType=mp4,SEK,668,1853,2022/08/22 07:00:59Z,2022/09/11 21:59:59Z,Reform Society,"Kungsgatan 18,Stockholm,111 35,SE",Hands off,RFSU,,,,,,18-35,sweden,,,,,,,,,,,,,"Political News Watchers,Parents & Family-Focused,Philanthropists,Wellness & Healthy Lifestyle",,,,,,,web_view_url:https://handsoff.rfsu.se/?utm_source=Snapchat&utm_medium=cpm&utm_campaign=Valkampanj2022&utm_id=60375
